text,intent
Do you have access to my phone?,sync_device
Are you able to link to my phone?,sync_device
Is my phone connectable right now?,sync_device
Quickly disconnect the phone?,sync_device
"You have been a big help, thank you so much?",thank_you
"I appreciate your help, thank you?",thank_you
"I really appreciate your help, thank you?",thank_you
I am very grateful?,thank_you
I appreciate the assistance?,thank_you
I want to thank you for helping?,thank_you
Much obliged?,thank_you
Your help is appreciated?,thank_you
Gracias?,thank_you
I appreciate that?,thank_you
Thanks so much!?,thank_you
Many thanks?,thank_you
Appreciate it?,thank_you
Thanks!?,thank_you
I thank you?,thank_you
Thank you kindly?,thank_you
Thank you so very much?,thank_you
Thank you for helping me?,thank_you
I'm grateful to you?,thank_you
You did a good job thank you?,thank_you
Good looking out?,thank_you
I wish you were here earlier?,thank_you
It's so much easier with you around?,thank_you
You've been a great help?,thank_you
Thanks for the help?,thank_you
Thanks please?,thank_you
Why thank you?,thank_you
Thanks for the answer?,thank_you
Thank you very much for the answer?,thank_you
Okay thanks?,thank_you
Thanks a lot?,thank_you
Thanks a lot for the answer?,thank_you
Thank you for the answer?,thank_you
Thank you a lot for that answer?,thank_you
Thanks for helping me!?,thank_you
I'm so glad you helped me!?,thank_you
I appreciate your help!?,thank_you
I am thankful for your help!?,thank_you
I have much gratitude for your help?,thank_you
I appreciate your help?,thank_you
I appreciate you helping me?,thank_you
"Awesome, thanks?",thank_you
Thank you so much?,thank_you
Thank you very much for the assistance?,thank_you
I appreciate it?,thank_you
Thanks again!?,thank_you
Thanks for the info?,thank_you
Thanks for letting me know?,thank_you
"That's all i need, thanks!?",thank_you
"Thanks, that's helpful?",thank_you
Thank you for the information?,thank_you
Thanks for answering my question?,thank_you
Your efforts don't go unnoticed?,thank_you
I appreciate what you did?,thank_you
You are so thoughtful and i appreciate your gesture?,thank_you
You are so nice to think of me?,thank_you
You were so kind to do that?,thank_you
Your answer pleased me?,thank_you
I'm happy with your answer?,thank_you
Your answer was enjoyable?,thank_you
Your answer was good?,thank_you
Thanks for giving me assistance?,thank_you
Really great!?,thank_you
Appreciate the help?,thank_you
I'm grateful for the answer you just gave me?,thank_you
"That'll work, good job!?",thank_you
"Good answer, thanks for providing it?",thank_you
I'm grateful for the assistance?,thank_you
Thanks for that!?,thank_you
Good job with assisting me?,thank_you
"Nice, excellent!?",thank_you
I'm grateful?,thank_you
I appreciate that answer!?,thank_you
I would like to thank you?,thank_you
I can not thank you enough?,thank_you
I need to thank you?,thank_you
I really thank you?,thank_you
Let me thank you?,thank_you
Thank you!?,thank_you
Thanks for the help!?,thank_you
You're the best!?,thank_you
I appreciate that answer?,thank_you
Your answer is appreciated?,thank_you
I am thankful for the answer?,thank_you
Oh sweet thanks?,thank_you
"Oh, thanks?",thank_you
Merci beaucoup?,thank_you
Thanks again?,thank_you
Thanks?,thank_you
Thank you for answering that?,thank_you
Thank you?,thank_you
Thanks for that?,thank_you
Thank you for your time?,thank_you
I appreciate the help?,thank_you
Thank ya!?,thank_you
Thanks for your response?,thank_you
Youre a doll?,thank_you
Thanks for your cooperation?,thank_you
I owe you one!?,thank_you
Thanks for helping out?,thank_you
Will you roll a d20?,roll_dice
Will you roll a 12 sided dice?,roll_dice
Will you roll a 10 sided dice?,roll_dice
I'd like you to roll dice?,roll_dice
I'd like a 7 sided dice roll please?,roll_dice
I need to roll a 10 sided die?,roll_dice
Please roll a 7 sided die?,roll_dice
Let's roll some dice?,roll_dice
I want to roll some dice?,roll_dice
"Can you roll a fair, 6 sided die?",roll_dice
I'd like to roll a dice and get the result?,roll_dice
Can you roll a dice?,roll_dice
I want to roll a dice?,roll_dice
Help me roll a dice?,roll_dice
Roll a dice for me?,roll_dice
Go ahead and roll those dice?,roll_dice
I need you to roll an 8 sided dice?,roll_dice
I want you to roll dice?,roll_dice
Go ahead and roll that 9 sided dice?,roll_dice
Roll a 7 sided dice?,roll_dice
Roll the 10 sided dice on time?,roll_dice
Roll a pair of dice?,roll_dice
Please do a dice roll?,roll_dice
Please roll a 6 sided dice?,roll_dice
Roll a 6 sided die?,roll_dice
Roll a die?,roll_dice
Roll die?,roll_dice
Please roll a die now?,roll_dice
Roll this dice?,roll_dice
I need a 10 sided die rolled?,roll_dice
I would like a 10 sided die rolled?,roll_dice
Would you roll the dice?,roll_dice
Role a 10 sided die for me?,roll_dice
Could you role a ten sided die?,roll_dice
Can you roll a 10 sided die?,roll_dice
The dice need to be rolled?,roll_dice
I would like the dice to be rolled?,roll_dice
Toss a die would you?,roll_dice
Play vegas baby roll a dice for mama?,roll_dice
Find a virtual dice and roll it for me please?,roll_dice
Roll a dice and give me a number from 1 to 6?,roll_dice
Roll dice now?,roll_dice
Roll dice?,roll_dice
Roll the dice?,roll_dice
Roll dice please?,roll_dice
Go ahead and roll the dice?,roll_dice
Please roll dice?,roll_dice
Will you roll a 6 sided dice?,roll_dice
Will you roll a 3 sided dice?,roll_dice
Will you roll a 5 sided dice?,roll_dice
Will you roll a 2 sided dice?,roll_dice
Will you roll a 4 sided dice?,roll_dice
Please roll the dice?,roll_dice
Roll a dice?,roll_dice
Give me a random number between 1 and 6?,roll_dice
I want you to roll a dice?,roll_dice
"Ai, please roll the dice?",roll_dice
"Roll that dice, ai?",roll_dice
"Ai, would you kindly roll the dice?",roll_dice
"Ai, go ahead and roll the dice?",roll_dice
"Please roll the dice, ai?",roll_dice
Could you roll a 6 sided dice?,roll_dice
Can you roll a 6 sided dice?,roll_dice
I'd like you to roll a 6 sided dice?,roll_dice
Roll a 6 sided dice for me?,roll_dice
Could you roll the 8 sided dice?,roll_dice
Can you roll the 12 sided dice please?,roll_dice
Go ahead and roll the 6 sided dice for me?,roll_dice
Please roll the 10 sided dice?,roll_dice
Please roll the 5 sided dice?,roll_dice
Give the dice a roll?,roll_dice
Roll the dice for me?,roll_dice
Can you roll the dice?,roll_dice
Could you roll the dice please?,roll_dice
I need you to roll dice now?,roll_dice
Provide a random roll of the dice?,roll_dice
Can you roll dice?,roll_dice
Throw the dice?,roll_dice
Roll the dice!?,roll_dice
Roll the die!?,roll_dice
Shoot the dice!?,roll_dice
Throw the dice!?,roll_dice
Roll them bones!?,roll_dice
6 sided dice roll?,roll_dice
Roll 6 sided die?,roll_dice
"Roll die, 6 sided?",roll_dice
Roll a die with 6 sides please?,roll_dice
Roll a die with 6 sides?,roll_dice
What do you get if you roll a six sided dice?,roll_dice
Tell me the result of a dice roll with five sides?,roll_dice
What do you get when you roll a dice with five sides?,roll_dice
I'd like to know how much you get when you roll a ten sided dice?,roll_dice
When you roll a six sided dice what is the results?,roll_dice
Roll an eight sided die?,roll_dice
Roll a pair of eight sided dice?,roll_dice
I need an algorithm to give me the result of rolling one twelve sided die?,roll_dice
What number do you get when you roll one six sided die?,roll_dice
Roll a pair of six sided dice?,roll_dice
Can you roll a 4 sided dice?,roll_dice
Roll a seven sided dice for me?,roll_dice
Jello should stay in the fridge for how long?,food_last
When will my milk be no good?,food_last
When will my eggs go bad?,food_last
How long will my eggs be good for?,food_last
What date does my apple juice expire?,food_last
How long until my cereal is ruined?,food_last
What's the max time i can leave a green pepper in the fridge?,food_last
What's the time frame for hamburger stored in the freezer to go bad?,food_last
How long can i keep deer meat in the freezer before it's unedible?,food_last
Has the leftover hamburger from last saturday gone bad?,food_last
Is there a limit to how long you can store bread in the freezer?,food_last
"I've had eggs in the fridge since monday, are they still safe?",food_last
How long can you keep chicken in the freeze before it goes bad?,food_last
Is the tofu i put in the fridge tuesday still edible today?,food_last
How long does cottage cheese keep in the fridge?,food_last
What's the shelf life of guacamole in the fridge?,food_last
How long does it take for dough in the freezer to go off?,food_last
Will i get sick if i eat the tuna salad from friday?,food_last
I put some leftover stew in the fridge and want to know how long it'll last?,food_last
How long can i leave tuna casserole in the fridge?,food_last
Is it still safe to consume the cake she backed last thursday?,food_last
Can i safely eat chicken that i've had in my fridge since monday?,food_last
Can i eat chicken if it's been in the fridge since monday?,food_last
Is it safe to eat chicken that has been in the fridge since monday?,food_last
Will the chicken have gone bad if it's been in the fridge since monday?,food_last
Is it okay to eat chicken that i put in the fridge on monday?,food_last
How soon until the milk expires?,food_last
The milk will expire when?,food_last
Tell me when the milk will expire?,food_last
What is the expiration date of the milk?,food_last
Will it be all right for me to drink milk i've had in the fridge since tuesday?,food_last
What is the shelf life for beef in the freezer?,food_last
Can i eat the eggs i've had in the fridge since 2/21?,food_last
How long can i keep a ham in the freezer?,food_last
How long will chicken last in the freezer?,food_last
Can i drink milk i've kept in the fridge since wednesday?,food_last
How long will steaks last in the freezer?,food_last
What's the shelf life for eggs in the fridge?,food_last
How long can i store eggs in the fridge?,food_last
Will it be okay for me to eat my leftover turkey from monday that's been in my fridge?,food_last
How long can i keep fish in the freezer before it gets ruined?,food_last
How long will my milk be good in the fridge?,food_last
How long will eggs last in the fridge?,food_last
I've had eggs in the fridge since monday are they safe eat?,food_last
"Is the meatloaf still good to eat, i've had it in the refrigerator since last monday?",food_last
Apples expire in how long?,food_last
Cut cucumbers can stay in the fridge for how long before spoiling?,food_last
Ribs can stay in the fridge for how long before they turn?,food_last
When do ribs expire?,food_last
Bananas expire in how long?,food_last
How long does it take tomatoes to expire?,food_last
How long can i keep avocados in the fridge before they go bad?,food_last
How long can i keep macaroni in the fridge before it spoils?,food_last
Oranges expire in how long?,food_last
Cut carrots can stay in the fridge for how long before going bad?,food_last
I wanna know how long can i keep pizza in the freezer for before it goes bad?,food_last
How long can i keep pizza in the freezer for before it goes bad?,food_last
"It seems to be that i have had pizza in the fridge since monday, so is it safe to eat?",food_last
How long can pizza be in the fridge?,food_last
So how long can pizza last in the fridge?,food_last
"It turns out i have had pizza in the fridge since monday, so is it safe to eat?",food_last
I got to know how long can i keep pizza in the freezer for before it goes bad?,food_last
"So it seems i have had pizza in the fridge since monday, so is it safe to eat?",food_last
How long can i leave pizza in the fridge?,food_last
Tell me how long can i keep pizza in the freezer for before it goes bad?,food_last
How long can i have pizza in the fridge?,food_last
"I have had pizza in the fridge since monday, so is it safe to eat?",food_last
"So i have had pizza in the fridge since monday, so is it safe to eat?",food_last
I need to know how long can i keep pizza in the freezer for before it goes bad?,food_last
How long can i put pizza in the fridge?,food_last
What is the length of time i can leave pork in the fridge?,food_last
How long until pork spoils in the fridge?,food_last
How long is pork good in the fridge?,food_last
Is there a time limit on leaving pork in the fridge?,food_last
When does pork go bad in the fridge?,food_last
When does milk expire?,food_last
How long does it take frozen steaks to go bad?,food_last
How long does bread last in the freezer?,food_last
How long does bread last?,food_last
How long can i expect chicken breast to be good for before expiration?,food_last
How long will eggs keep in the freezer?,food_last
How long do i have before frozen chicken will go bad?,food_last
How long are eggs good for?,food_last
How long can i expect to keep steak in the freezer?,food_last
What's the expiration for steak?,food_last
Is it ok to eat alfredo that's been in the fridge since last sunday?,food_last
My chinese food has sat in the fridge since friday but can i still eat it?,food_last
How long is it safe to leave a burger in the refrigerator?,food_last
What is the fridge life of spahghetti?,food_last
Check if it is ok to eat cheese that has been in the refrigerator since last tuesday?,food_last
Give me the length of time that i can leave milk in my fridge?,food_last
How long is it safe to leave shrimp in the fridge?,food_last
"I have had pasta in the fridge since monday, can is till consume it?",food_last
Am i good to eat this burger from the fridge that i got two mondays ago?,food_last
When will lettuce in the fridge go bad?,food_last
"I've got some chips from monday, will they still be ok to eat?",food_last
"I have potatoes in the cupboard from wednesday, are they fine?",food_last
"I have tomatoes from tuesday, do you think those are still good?",food_last
"I've had these burger patties in the freezer since saturday, are they still fine to cook?",food_last
If i have garlic from sunday is it still fine to use?,food_last
How long will the turkey take to cook?,cook_time
So how long do you think the chicken will take?,cook_time
How long does pizza take to cook?,cook_time
How long is the chicken gonna take?,cook_time
How long will the chicken take to cook?,cook_time
How long does it take to cook roast beef?,cook_time
How long does it take to boil an egg?,cook_time
How long does it take to bake a pork loin?,cook_time
How long does it take to make roast chicken?,cook_time
How long does it take to cook a pork chop?,cook_time
How much time do i need to make the chicken?,cook_time
What's the prep and cooking time on pizza dough?,cook_time
How long does it take to make lasagna?,cook_time
How long will it take to make the wings?,cook_time
What's the cooking time for the cake?,cook_time
The steak must go under the broiler for how long?,cook_time
How long do i put the casserole in?,cook_time
If i cook the pizza at 400 degrees how long must it be in for?,cook_time
How long do you need to put the cuish in for?,cook_time
The sauce must simmer then go in the oven but for how long?,cook_time
I need the cooking length for a turkey?,cook_time
How many minutes do i cook baked ziti?,cook_time
How long does it take to cook ham?,cook_time
I need to know how long to do a pot roast in a slow cooker?,cook_time
How long does a roast take?,cook_time
How long is it acceptable to carmelize onions?,cook_time
When should i take an apple pie out?,cook_time
How long do you cook a salmon?,cook_time
How much time does it take to boil an egg?,cook_time
What is the duration of time cookies should be in the oven?,cook_time
About how long should you cook lasagna?,cook_time
What is the prep time for a 10 lb turkey?,cook_time
How many minutes to melt cheese?,cook_time
How long to reheat chinese food?,cook_time
How long do you cook pasta for?,cook_time
About how long should you cook a 10 pound turkey?,cook_time
How long does it take to prepare pot roast?,cook_time
How long to microwave a pizza?,cook_time
How long should i cook a glazed ham?,cook_time
How long should i cook a spiral ham?,cook_time
How long do the brownies have to cook?,cook_time
How long to i bake the brownies?,cook_time
How long should i bake the brownies for?,cook_time
For how long should i bake the brownies?,cook_time
How long do the brownies need to be in the oven?,cook_time
How long does this dish need to be in the oven?,cook_time
For how long does this need to cook?,cook_time
What do i set the timer for if i'm making gyoza?,cook_time
What should i put on the timer to cook this dish?,cook_time
How long do i cook this dish of rice?,cook_time
How long should a cake bake?,cook_time
How long to microwave a frozen dinner?,cook_time
What's the preparation time for spaghetti?,cook_time
How long should this be in the oven?,cook_time
How long to cook a frozen pizza?,cook_time
"I want to bake brownies, how long do they bake for?",cook_time
How long do you bake a cake?,cook_time
How long does it take to make shrimp scampi?,cook_time
How long to cook steak for?,cook_time
How long do you cook a hamburger for?,cook_time
How long should i expect beef stroganoff to prepare?,cook_time
How long do i cook steak?,cook_time
What's the cooking time for chicken alfredo?,cook_time
How long does it take pork to cook?,cook_time
How much time do i need to prepare chicken?,cook_time
Noodles need to cook for how long?,cook_time
How long should i boil noodles for?,cook_time
How long do noodles need to cook?,cook_time
What time should i cook noodles for?,cook_time
How long do i need to make lasagne?,cook_time
How long will it take me to make baked chicken?,cook_time
How long will it take to fix shepherd's pie?,cook_time
How long do cheeseburgers take to make?,cook_time
How long should i cook the ham for?,cook_time
How long should i cook the eggs for?,cook_time
How long should i cook the asparagus for?,cook_time
How long should i cook the pasta for?,cook_time
How long should i cook the steak for?,cook_time
What is the necessary amount of time required to prepare pot roast?,cook_time
How long am i supposed to cook pork loin?,cook_time
How long must i cook spaghetti for?,cook_time
Tell me how long i will need to spend preparing a meat loaf dish?,cook_time
I need to know the preparation time required for fried chicken?,cook_time
How long should i spend preparing roast beef?,cook_time
What amount of time do i need to cook lobster for?,cook_time
What is the proper time to cook steak for?,cook_time
How long should i cook chicken?,cook_time
Tell me how long i ought to spend preparing fajitas?,cook_time
How long should i cook chicken thighs?,cook_time
How long should i cook a ny steak?,cook_time
How long do i cook pork?,cook_time
How long do i cook the chicken roast?,cook_time
How long do i cook chicken breast?,cook_time
What's the time it takes to make a decent omelette?,cook_time
How long should i fry an egg for?,cook_time
What's the prep time for a garden salad?,cook_time
What's the usual time for tuna casserole?,cook_time
How long do you need to bake chicken for it to be safe to eat?,cook_time
How long should i cook a steak for?,cook_time
How long should i wait before i can bake bread with homemade dough?,cook_time
Remind me to call my mother saturday morning?,reminder_update
Please set up a reminder i need to remember to ask about work?,reminder_update
Make a reminder for me to do my resume?,reminder_update
Remind me to take out the garbage in the morning?,reminder_update
"The next time it rains, remind me to close the windows?",reminder_update
Could you make me a reminder to do the floors?,reminder_update
I need a reminder set for signing up for the conference?,reminder_update
Set a reminder for me to call my brother at 8 pm?,reminder_update
Make me a reminder about booking it?,reminder_update
"At 4 tomorrow afternoon, remind me to start the oven?",reminder_update
How about a reminder?,reminder_update
I would like a reminder?,reminder_update
I need to make a reminder please?,reminder_update
Please give me a reminder?,reminder_update
Can you set me a reminder?,reminder_update
Can i set a reminder?,reminder_update
Please make a reminder?,reminder_update
Add a reminder to check how the body is decomposing?,reminder_update
Remind me to set the meat out to defrost?,reminder_update
Create a reminder for me to exercise this week?,reminder_update
Will you add a reminder for me?,reminder_update
Add a reminder to pick milk up at the store?,reminder_update
Make a reminder to do my taxes?,reminder_update
Set a reminder to remind me to check when my car payment is?,reminder_update
Set a reminder for me to take my meds?,reminder_update
Can you create a reminder?,reminder_update
Create a reminder for me to send flowers to my mom for mother's day?,reminder_update
I'd like to have a reminder made?,reminder_update
Set a reminder for later?,reminder_update
Please remind me later?,reminder_update
Remind me again please?,reminder_update
Remind me later?,reminder_update
Please remind me at a later time?,reminder_update
Set a reminder?,reminder_update
Remind me?,reminder_update
Please remind me of something?,reminder_update
I need a reminder?,reminder_update
I would like to be reminded?,reminder_update
Set a reminder for me?,reminder_update
I need a reminder to remind me to do something?,reminder_update
I want you to remind me of something?,reminder_update
I need you to remind me to get something done?,reminder_update
Remind me to call the vet tomorrow?,reminder_update
Set a reminder for me to do this in a bit?,reminder_update
Can you set a reminder for the meeting?,reminder_update
Set a reminder to go dress shopping?,reminder_update
Remember to remind me of this later?,reminder_update
I need to set a reminder to go to the post office?,reminder_update
Set a reminder for tomorrows meeting?,reminder_update
Set a reminder for the movie?,reminder_update
Set a reminder to go grocery shopping?,reminder_update
Set a reminder to feed the dogs?,reminder_update
Set a reminder to go check the mail?,reminder_update
Make a reminder to change the cat litter?,reminder_update
Set a reminder for my doctors appointment?,reminder_update
Dont forget to set a reminder to pay the bills?,reminder_update
Please remind me to do this later?,reminder_update
Remind me to do this in awhile?,reminder_update
Help me set a reminder to work out?,reminder_update
Dont let me forget to do that thing later?,reminder_update
Make a reminder to work out at the gym?,reminder_update
Set a reminder to pick up the kids?,reminder_update
Set a reminder to call my mom?,reminder_update
Remind me to take the chicken out in a hour?,reminder_update
Set reminder to prepare for my meeting at 10 am?,reminder_update
Set reminder for tomorrow to eat?,reminder_update
Remind me to bring a jacket in tomorrow?,reminder_update
Set a reminder to bring a book to work tomorrow?,reminder_update
Set a new reminder for tomorrow at 4am?,reminder_update
Make reminder to pay rent on the 30th of every month?,reminder_update
"Open up a reminder, pay taxes on monday?",reminder_update
"New reminder, please?",reminder_update
Create a reminder to give the cat her flea medicine?,reminder_update
Set up a reminder to give the cat her flea medicine?,reminder_update
I need you to make a reminder for me to give the cat her flea medicine?,reminder_update
"Make a reminder, pay taxes on monday?",reminder_update
Set reminder pay taxes on monday?,reminder_update
Make a reminder to give the cat her flea medicine?,reminder_update
Set up an alarm to remind me to give my cat her flea medicine?,reminder_update
Set reminder to feed cat tonight at 6pm?,reminder_update
Set a reminder for monday pay taxes?,reminder_update
Create a reminder to pay taxes on monday?,reminder_update
Remind me to use the bathroom?,reminder_update
Please reminder for car meet?,reminder_update
Remind me to clean room?,reminder_update
I need to be notified to clean the room?,reminder_update
Remind me tommorow at 3pm i have a doctors appointment?,reminder_update
Remind me friday to call my mother?,reminder_update
Make me a reminder that tommorow is trash day?,reminder_update
Set up a reminder that i need to pay my car ins the 23rd?,reminder_update
Set up a reminder to mail a check tommorow?,reminder_update
I need to take out the trash please remind me?,reminder_update
Set a reminder to take out the trash?,reminder_update
Tell me to take out the trash in an hour?,reminder_update
Remind me to take out the trash?,reminder_update
Please remind me to take out the trash?,reminder_update
I need to be reminded to pray?,reminder_update
I want to get reminded to clean my room?,reminder_update
Remind me to call bob?,reminder_update
Give me a reminder for calling bill?,reminder_update
Immediately the credit card company must be told that i lost my card from them?,report_lost_card
I lost my debit card and need it reported as lost?,report_lost_card
I can't seem to find my gold card and want it reported as lost?,report_lost_card
I lost my chase bank card and want it labeled as lost?,report_lost_card
Can you report my td bank card as lost?,report_lost_card
I misplaced my visa and need it marked as lost?,report_lost_card
What do i do if my visa card got stolen?,report_lost_card
What should i do when my visa card is stolen?,report_lost_card
My visa card was stolen?,report_lost_card
My visa card got stolen?,report_lost_card
I think my visa card was stolen?,report_lost_card
My visa has been stolen by someone?,report_lost_card
Someone stole my mastercade?,report_lost_card
My visa was stolen?,report_lost_card
My american express card needs to be reported as stolen?,report_lost_card
My discover card has been stolen?,report_lost_card
Report lost card to discover company?,report_lost_card
Report discover card as lost?,report_lost_card
How do i report a lost discover credit card?,report_lost_card
Where to report lost discover credit card?,report_lost_card
Report lost card?,report_lost_card
Report a lost card here?,report_lost_card
Please report my stolen card?,report_lost_card
"Could you please help me, my card has been stolen and i need to report it?",report_lost_card
"My credit card has been stolen, please report it?",report_lost_card
"Oh no, report my card, it's stolen?",report_lost_card
I would like to have my card reported as stolen?,report_lost_card
I need to report a card that's been lost but i dont know how?,report_lost_card
How can i report a card that has been lost?,report_lost_card
File a report for a lost american express card?,report_lost_card
Help me report my lost mastercard?,report_lost_card
"I lost my card, how should i report that?",report_lost_card
What should i do if my card is lost?,report_lost_card
Report my lost visa card?,report_lost_card
I lost my amex and need to report it?,report_lost_card
I have to report a lost visa card?,report_lost_card
Walk me through the process of reporting a lost card?,report_lost_card
What can i do if my card is lost?,report_lost_card
My card is lost what do i do?,report_lost_card
My card is lost how do i report it?,report_lost_card
What must i do to report my card lost?,report_lost_card
Can you help me report my lost card please?,report_lost_card
My card is lost please report it?,report_lost_card
I need to report that my card has been lost?,report_lost_card
I want you to repord my card as lost?,report_lost_card
"I lost my card, what do i do?",report_lost_card
I need to report that my card is lost?,report_lost_card
I need to replace my lost card?,report_lost_card
What do i do if i lost my card?,report_lost_card
How do i report a lost card?,report_lost_card
Someone stole my discover card?,report_lost_card
My american saving bank was stolen?,report_lost_card
Someone stole my discover credit card?,report_lost_card
Someone stole my capital one credit card?,report_lost_card
My capital one credit card was stolen?,report_lost_card
My card is to be reported stolen?,report_lost_card
My stolen card needs to be reported?,report_lost_card
I need to report my stolen card?,report_lost_card
I have to report my card as stolen?,report_lost_card
I am obliged to report my stolen card?,report_lost_card
"I need to report my card as stolen, please?",report_lost_card
"I can't find my mastercard and i want to report it as lost, please?",report_lost_card
I can't find my visa card and i want to report it as lost?,report_lost_card
I can't find my mastercard and i want to report it as lost?,report_lost_card
I would like to report my card as stolen?,report_lost_card
"I can't find my visa card and i want to report it as lost, please?",report_lost_card
I'd like to report my card as stolen?,report_lost_card
"I'd like to report my card as stolen, please?",report_lost_card
"I can't locate my mastercard and i want to report it as lost, please?",report_lost_card
"I would like to report my card as stolen, please?",report_lost_card
"I need to report a stolen card, please?",report_lost_card
I think my card is stolen and needs to be reported?,report_lost_card
I would like to report a stolen card?,report_lost_card
"Is there anyway, i can report my card being stolen?",report_lost_card
"My card is stolen, i need to report it?",report_lost_card
My new debit card is lost and i need to report it?,report_lost_card
My bronze card is missing i would like to report it as lost?,report_lost_card
I lost my purple credit card and need to report it?,report_lost_card
I lost my silicon valley card?,report_lost_card
I lost my commerce card and need to report it as lost?,report_lost_card
Someone stole my card?,report_lost_card
I need help since someone stole my card?,report_lost_card
My credit card was stolen?,report_lost_card
I need to report credit card theft?,report_lost_card
Who do i report card theft to?,report_lost_card
I want to report my card as lost?,report_lost_card
I need to report a lost card?,report_lost_card
What do i do to report a lost card?,report_lost_card
How do i report my lost card?,report_lost_card
Help me report a lost card?,report_lost_card
Can you report my lost discover card?,report_lost_card
Report my card as lost?,report_lost_card
I lost my card how do i report it?,report_lost_card
"I lost my discover card, i want to report it?",report_lost_card
I want to report my discover card as lost?,report_lost_card
"I can't find my discover card, how do i report it?",report_lost_card
I can't find my credit card and i want to report it as lost?,report_lost_card
I can't find my insurance card and i want to report it as lost?,report_lost_card
I can't find my student id card and i want to report it as lost?,report_lost_card
"I need to report my card as stolen, who do i tell?",report_lost_card
What about changing the sugar for baking soda?,ingredient_substitution
Can i swap sugar for salt?,ingredient_substitution
Would it be possible to replace the salt with baking soda?,ingredient_substitution
"Instead of pepper, can i use salt?",ingredient_substitution
Can i take out the olive oil and use lard?,ingredient_substitution
Can i use water instead of milk?,ingredient_substitution
It is okay to use water in place of milk?,ingredient_substitution
It is okay to replace water instead of milk?,ingredient_substitution
Is it okay to switch water for milk?,ingredient_substitution
Will it be okay if i use water instead of milk?,ingredient_substitution
Can i substitute ginger for garlic?,ingredient_substitution
Can i substitute rice for potatoes?,ingredient_substitution
Can i substitute oregano for basil?,ingredient_substitution
Can i substitute bacon for sausage?,ingredient_substitution
Can i substitute honey for sugar?,ingredient_substitution
Can i switch cream with milk in a recipe?,ingredient_substitution
Can i exchange milk for cream in recipes?,ingredient_substitution
Is milk an ok substitute for cream?,ingredient_substitution
Can i use milk instead of cream?,ingredient_substitution
Can i switch cream out for milk?,ingredient_substitution
Can i substitute skim milk for whole milk?,ingredient_substitution
Is it okay to substitute oregano for basil?,ingredient_substitution
Can i use colby jack cheese instead of cheddar in a recipe?,ingredient_substitution
Can i use dark brown sugar instead of brown sugar?,ingredient_substitution
Can i substitute lemon juice for vinegar?,ingredient_substitution
Can i use apple juice instead of grape juice?,ingredient_substitution
Can i substitute apple juice for wine?,ingredient_substitution
Can i substitute vinegar for apple cider vinegar?,ingredient_substitution
Can i substitute lemon juice for lime juice?,ingredient_substitution
Can i use sour cream instead of yogurt?,ingredient_substitution
Is it possible to substitute apple cider vinegar for lemons?,ingredient_substitution
I need to know if i could substitute apple sauce with eggs?,ingredient_substitution
Is honey a good sugar substitute?,ingredient_substitution
Could i use olive oil instead of grape seed oil?,ingredient_substitution
Can i use flour as a substitute for bread crumbs?,ingredient_substitution
I need to swap salt for baking soda?,ingredient_substitution
I wanna swap salt for baking soda?,ingredient_substitution
I need to sub sugar for salt?,ingredient_substitution
Can i sub sugar for salt?,ingredient_substitution
Is it ok to sub sugar for salt?,ingredient_substitution
Let me swap salt for baking soda?,ingredient_substitution
Please allow me to swap salt for baking soda?,ingredient_substitution
Is it acceptable to swap salt for baking soda?,ingredient_substitution
I gotta sub sugar for salt?,ingredient_substitution
I wanna sub sugar for salt?,ingredient_substitution
Can i use flour instead of cornstarch to make gravy?,ingredient_substitution
Can i substitute yogurt for sour cream?,ingredient_substitution
"If a recipe calls for sour cream, can i use yogurt?",ingredient_substitution
Can i use sour cream in place of creme fraiche?,ingredient_substitution
Can i use yogurt in place of sour cream?,ingredient_substitution
Can i use sour cream instead of milk?,ingredient_substitution
"I don't have sour cream, can i use yogurt instead?",ingredient_substitution
Can i swap yogurt for sour cream?,ingredient_substitution
Can yogurt be used for sour cream?,ingredient_substitution
Is it fine to sub bread flour with all-purpose flour?,ingredient_substitution
Are you able to sub white sugar for brown sugar?,ingredient_substitution
Can you sub half and half for heavy whipping cream?,ingredient_substitution
Can i use baking powder instead of baking soda?,ingredient_substitution
Do you think i can sub honey for sugar?,ingredient_substitution
Proper to substitute cumin for tumeric?,ingredient_substitution
Can substitute cumin for tumeric?,ingredient_substitution
Cumin may be substituted for tumeric?,ingredient_substitution
Is almond milk an acceptable substitute for milk?,ingredient_substitution
Can i swap coconut milk for condensed milk?,ingredient_substitution
Can i substitute eggs for milk in a recipe?,ingredient_substitution
Could i use white wine instead of red wine in a recipe?,ingredient_substitution
Can i substitute ketchup for mustard?,ingredient_substitution
Can i substitute milk for almond milk?,ingredient_substitution
Is it acceptable to swap milk for water?,ingredient_substitution
Is it acceptable to swap chicken for pork?,ingredient_substitution
Is it acceptable to swap marinara for alfredo?,ingredient_substitution
Can i substitute milk for water?,ingredient_substitution
Is it acceptable to swap rice for quinoa?,ingredient_substitution
Can i substitute butter for margarine?,ingredient_substitution
Is it acceptable to swap beef for tempeh?,ingredient_substitution
Can i substitute salt for pepper?,ingredient_substitution
Is it ok to use brown sugar instead of powdered sugar?,ingredient_substitution
Can i use margarine instead of butter?,ingredient_substitution
Can i switch in almond butter for peanut butter?,ingredient_substitution
Can i use salt instead of baking soda?,ingredient_substitution
